Venue,Address,Suburb,Date,Time,Alert,Lon,Lat,HealthAdviceHTML,Last updated date
Strathfield Plaza Medical Practice,11-23 Boulevarde,Strathfield,Monday 28 June 2021,1:30pm to 2:10pm,Get tested immediately and self-isolate for 14 days,151.093227538589,-33.8727851274147,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
The Coffee Emporium,"Shop 242, Centro Roselands Shopping Centre, Roselands Drive",Roselands,Monday 28 June 2021,7:40am to 8:10am,Get tested immediately and self-isolate for 14 days,151.069484351375,-33.9359452252771,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
The Coffee Emporium,"Shop 242, Centro Roselands Shopping Centre, Roselands Drive",Roselands,Tuesday 29 June 2021,7:40am to 8:10am,Get tested immediately and self-isolate for 14 days,151.069484351375,-33.9359452252771,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
The Coffee Emporium,"Shop 242, Centro Roselands Shopping Centre, Roselands Drive",Roselands,Wednesday 30 June 2021,7:40am to 8:10am,Get tested immediately and self-isolate for 14 days,151.069484351375,-33.9359452252771,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Australia Post Office,"Shop 9, 20 Evans Avenue",Eastlakes,Wednesday 30 June 2021,1pm to 2pm,Get tested immediately and self-isolate for 14 days,151.21199993753,-33.9252326108025,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Panetta Mercato Marrickville,"Shop G023, Marrickville Metro, 20 Smidmore Street",Marrickville,Saturday 26 June 2021,3:45pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.171806052725,-33.9066015648218,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Bite Box Kebabs,164 Campbell Parade,Bondi Beach,Saturday 26 June 2021,6pm to 7pm,Get tested immediately. Self-isolate until you get a negative result.,151.274733354105,-33.8901570634671,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Chemist Warehouse,"Strathfield Plaza, 11 The Boulevarde",Strathfield,Tuesday 29 June 2021,12pm to 12:25pm,Get tested immediately. Self-isolate until you get a negative result.,151.09328118135,-33.8727316789525,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Eastlakes Shopping Centre,19a Evans Avenue,Eastlakes,Wednesday 30 June 2021,1pm to 2pm,Get tested immediately. Self-isolate until you get a negative result.,151.211485051812,-33.9250178974548,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Strathfield Plaza,11 The Boulevard,Strathfield,Tuesday 29 June 2021,11:45pm to 12:35pm,Get tested immediately and self-isolate for 14 days,151.093549402198,-33.8727227660038,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Coles Bondi Eastgate,"Eastgate Shopping Centre, Spring St and Newland St",,Friday 25 June 2021,7:30am to 7:50am,Monitor for symptoms,151.248674704141,-33.893189575624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 02 July 2021
Marrickville Metro Shopping Centre,20 Smidmore Street,Marrickville,Saturday 26 June 2021,9am to 5pm,Monitor for symptoms,151.172428323029,-33.9065214128164,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 02 July 2021
Sydney Growers Market Building D,250-318 Parramatta Road,Homebush,Tuesday 29 June 2021,4pm to 5pm,Monitor for symptoms,151.073012441096,-33.8607551458712,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 02 July 2021
Auburn Central Auburn Central Pharmacy,Corner of Queen Street and Harrow Road,Auburn,Monday 28 June 2021,10:15am to 10:35am,Get tested immediately. Self-isolate until you get a negative result.,151.031777868554,-33.8501436114731,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Wednesday 30 June 2021
"ALDI Eastgate, Bondi Junction Supermarket","Eastgate Shopping Centre, Spring St and Newland St",Bondi Junction,Saturday 26 June 2021,4pm to 4:20pm,Get tested immediately. Self-isolate until you get a negative result.,151.248674704141,-33.893189575624,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a>. They must remain in isolation and get another test 5 days after exposure and isolate until they receive a negative result from this test. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Friday 02 July 2021
Volkswagon Rockdale,589 Princes Highway,Rockdale,Monday 28 June 2021,2:30pm to 4:00pm,Get tested immediately and self-isolate for 14 days,151.138430256018,-33.9555706470078,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Coles Bondi Eastgate,"Eastgate Shopping Centre, Spring St and Newland St",Bondi Junction,Friday 25 June 2021,7:30am to 7:50am,Monitor for symptoms,151.248674704141,-33.893189575624,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 02 July 2021
Sydney Airport - Domestic Terminal 2,Shiers Avenue,Mascot,Saturday 26 June 2021,10:30am to 11am,Get tested immediately. Self-isolate until you get a negative result.,151.179341138362,-33.9342651929866,"Anyone who attended this venue between 11am and 11:30am is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.<br/><br/>Anyone who attended this venue at the times specified must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.",Thursday 01 July 2021
Sydney Airport - Domestic Terminal 2,Shiers Avenue,Mascot,Saturday 26 June 2021,3pm to 3:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.179341138362,-33.9342651929866,"Anyone who attended this venue between 11am and 11:30am is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.<br/><br/>Anyone who attended this venue at the times specified must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.",Thursday 01 July 2021
KFC Wetherill Park,561-583 Polding Street,Wetherill Park,Wednesday 30 June 2021,5:50pm to 6:10pm,Get tested immediately. Self-isolate until you get a negative result.,150.899733740161,-33.8570002484108,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 01 July 2021
Aldi Auburn Supermarket,Auburn Central 57-59 Queen St,Auburn,Tuesday 29 June 2021,5:35pm to 5:45pm,Get tested immediately. Self-isolate until you get a negative result.,151.031874844993,-33.8520870045411,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a>. They must remain in isolation and get another test 5 days after exposure and isolate until they receive a negative result from this test. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Saturday 03 July 2021
Strathfield Plaza,11 The Boulevard,Strathfield,Thursday 1 July 2021,1:15pm to 2:15pm,Monitor for symptoms,151.093549402198,-33.8727227660038,Anyone who attended this venue must monitor for symptoms and if they occur <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until you receive a negative result.,Friday 02 July 2021
Auburn town centre,Auburn town centre,Auburn,Sunday 27 June 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Monday 28 June 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Tuesday 29 June 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Wednesday 30 June 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Thursday 1 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Friday 2 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Auburn town centre,Auburn town centre,Auburn,Saturday 3 July 2021,All day,Get tested immediately. People with no symptoms do not need to isolate while waiting for their test result.,151.032463278755,-33.849969766464,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> immediately. If you have no symptoms you do not need to self-isolate while waiting for your test result. You should continue to monitor for symptoms and if any symptoms occur, get tested again. ",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Monday 28 June 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Wednesday 30 June 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Service NSW Botany,5 Lord Street,Botany,Thursday 1 July 2021,8am to 5pm,Get tested immediately and self-isolate for 14 days,151.196517634863,-33.9403167341204,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Bake Bar Double Bay,L/15 Kiaora Lane,Double Bay,Sunday 20 June 2021,11am to 11:30am,Get tested immediately and self-isolate for 14 days,151.243768641252,-33.8773461349773,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Chemist Warehouse Five Dock,89 Great North Road,Five Dock,Tuesday 29 June 2021,10:30am to 10:40am,Get tested immediately and self-isolate for 14 days,151.129217937323,-33.8693392800077,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Pharmacy 4 Less Five Dock,1a/125 Great North Road,Five Dock,Tuesday 29 June 2021,10:40am to 10:55am,Get tested immediately and self-isolate for 14 days,151.113925264836,-33.8692935302882,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Rams Food,17c/16-20 Henley Road,Homebush,Friday 25 June 2021,11:10am to 12:10pm,Get tested immediately and self-isolate for 14 days,151.070159239758,-33.8662328886649,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Hop Hung Asian Grocery,38C Haldon Street,Lakemba,Wednesday 30 June 2021,11:20am to 11:40am,Get tested immediately and self-isolate for 14 days,151.076415715407,-33.9186423698586,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Thursday 03 June 2021
Woolworths Mortdale,84D Roberts Avenue,Mortdale,Wednesday 30 June 2021,5:30pm to 6:40pm,Get tested immediately and self-isolate for 14 days,151.064914170556,-33.9686733480804,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Volkswagon Rockdale,589 Princes Highway,Rockdale,Monday 28 June 2021,2:30pm to 4pm,Get tested immediately and self-isolate for 14 days,151.138430256018,-33.9555706470078,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Friday 02 July 2021
Strathfield Plaza Medical Practice,11-23 Boulevarde,Strathfield,Thursday 1 July 2021,1:30pm to 2:10pm,Get tested immediately and self-isolate for 14 days,151.093227538589,-33.8727851274147,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/advice-for-contacts.aspx'>close contact</a> and must immediately <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> for 14 days regardless of the result, and call 1800 943 553 unless they have already been contacted by NSW Health.",Saturday 03 July 2021
Auburn Central Sunshine Fruit,Corner Queen Street and Harrow Roads,Auburn,Sunday 27 June 2021,10am to 10:30am,Get tested immediately. Self-isolate until you get a negative result.,151.031989413463,-33.8495678711991,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Auburn Central Sunshine Fruit,Corner Queen Street and Harrow Roads,Auburn,Monday 28 June 2021,3:30pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.031989413463,-33.8495678711991,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
David's Asian Food Supermarket ,82 S Parade ,Auburn,Sunday 27 June 2021,10:10am to 10:20am,Get tested immediately. Self-isolate until you get a negative result.,151.032938626958,-33.8497801747019,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
Hamro Asan Bazarr,Shop 6 8-10 Northumberland Road ,Auburn,Monday 28 June 2021,3:30pm to 4:30pm,Get tested immediately. Self-isolate until you get a negative result.,151.033538728804,-33.8487207661209,"Anyone who attended this venue is a <a href='https://www.health.nsw.gov.au/Infectious/factsheets/Pages/covid-19-casual-contact.aspx'>casual contact</a> and must <a href='https://www.nsw.gov.au/covid-19/how-to-protect-yourself-and-others/clinics'>get tested</a> and <a href='https://www.nsw.gov.au/covid-19/what-you-can-and-cant-do-under-rules/self-isolation'>self-isolate</a> until they receive a negative result. You should continue to monitor for symptoms and if any symptoms occur, get tested again.",Thursday 03 June 2021
